pc_va,xbox_va,tier,pc_name,subsystem,confidence
0x0058f6a0,0x000a2210,string,FUN_0058f6a0,third-party-library[qhull-2002.1],C1
0x0058f8e0,0x000a2000,byte-full,FUN_0058f8e0,third-party-library[qhull-2002.1],C1
0x0058fa50,0x000a2170,prop-weak,FUN_0058fa50,third-party-library[qhull-2002.1],C1
0x0058fae0,0x000a8c90,string,FUN_0058fae0,third-party-library[qhull-2002.1],C1
0x0058fd40,0x000a8420,string,FUN_0058fd40,third-party-library[qhull-2002.1],C1
0x005901f0,0x000a8ab0,prop-weak,FUN_005901f0,third-party-library[qhull-2002.1],C1
0x005903e0,0x000a88c0,string,FUN_005903e0,third-party-library[qhull-2002.1],C1
0x005905d0,0x000a64e0,string,FUN_005905d0,third-party-library[qhull-2002.1],C1
0x00590900,0x000a6810,mnem,FUN_00590900,third-party-library[qhull-2002.1],C1
0x00590930,0x000a73e0,string,FUN_00590930,third-party-library[qhull-2002.1],C1
0x00590dc0,0x000a6840,string,FUN_00590dc0,third-party-library[qhull-2002.1],C1
0x00591020,0x000a7b40,string,FUN_00591020,third-party-library[qhull-2002.1],C1
0x005913c0,0x000a7ef0,string,FUN_005913c0,third-party-library[qhull-2002.1],C1
0x00591710,0x000a7840,string,FUN_00591710,third-party-library[qhull-2002.1-continuation],C2
0x00591a80,0x000a8220,string,FUN_00591a80,third-party-library[qhull-2002.1-continuation],C2
0x00591c80,0x000a6aa0,prop-weak,FUN_00591c80,third-party-library[qhull-2002.1-continuation],C2
0x00591ce0,0x000a6b00,string,FUN_00591ce0,third-party-library[qhull-2002.1-continuation],C2
0x005925d0,0x000abf90,prop-weak,FUN_005925d0,third-party-library[qhull-2002.1-continuation],C2
0x00592690,0x000ac060,string,FUN_00592690,third-party-library[qhull-2002.1-continuation],C2
0x005929c0,0x000ae600,string,FUN_005929c0,third-party-library[qhull-2002.1-continuation],C2
0x00592fc0,0x000ac210,string,FUN_00592fc0,third-party-library[qhull-2002.1-continuation],C2
0x005931a0,0x000aebc0,prop-weak,FUN_005931a0,third-party-library[qhull-2002.1-continuation],C2
0x005932c0,0x000ac490,string,FUN_005932c0,third-party-library[qhull-2002.1-continuation],C2
0x005934d0,0x000aece0,prop-weak,FUN_005934d0,third-party-library[qhull-2002.1-continuation],C2
0x00593540,0x000ac740,string,FUN_00593540,third-party-library[qhull-2002.1-continuation],C2
0x00593730,0x000aed50,string,FUN_00593730,third-party-library[qhull-2002.1-continuation],C2
0x00593990,0x000aca90,prop-weak,FUN_00593990,third-party-library[qhull-2002.1-continuation],C2
0x00593a60,0x000aeee0,string,FUN_00593a60,third-party-library[qhull-2002.1-continuation],C2
0x00593e30,0x000af1e0,string,FUN_00593e30,third-party-library[qhull-2002.1-continuation],C2
0x00594080,0x000acbc0,prop-weak,FUN_00594080,third-party-library[qhull-2002.1-continuation],C2
0x005940e0,0x000acc20,string,FUN_005940e0,third-party-library[qhull-2002.1-continuation],C2
0x00594490,0x000acff0,prop-weak,FUN_00594490,third-party-library[qhull-2002.1-continuation],C2
0x005946a0,0x000ad1d0,prop-weak,FUN_005946a0,third-party-library[qhull-2002.1-continuation],C2
0x005947c0,0x000af3e0,string,FUN_005947c0,third-party-library[qhull-2002.1-continuation],C2
0x00594b50,0x000ad300,string,FUN_00594b50,third-party-library[qhull-2002.1-continuation],C2
0x00594cd0,0x000ad450,byte-full,FUN_00594cd0,third-party-library[qhull-2002.1-continuation],C2
0x00594ec0,0x000ad540,string,FUN_00594ec0,third-party-library[qhull-2002.1-continuation],C2
0x00595090,0x000ad610,string,FUN_00595090,third-party-library[qhull-2002.1-continuation],C2
0x00595240,0x000ad7b0,string,FUN_00595240,third-party-library[qhull-2002.1-continuation],C2
0x005955a0,0x000adba0,string,FUN_005955a0,third-party-library[qhull-2002.1-continuation],C2
0x00595870,0x000ade60,string,FUN_00595870,third-party-library[qhull-2002.1-continuation],C2
0x00595950,0x000adf30,prop-weak,FUN_00595950,third-party-library[qhull-2002.1-continuation],C2
0x00595a80,0x000ae060,string,FUN_00595a80,third-party-library[qhull-2002.1-continuation],C2
0x00595f10,0x000a3f50,string,FUN_00595f10,third-party-library[qhull-2002.1-continuation],C2
0x005960d0,0x000a5ab0,string,FUN_005960d0,third-party-library[qhull-2002.1-continuation],C2
0x005964e0,0x000a4170,string,FUN_005964e0,third-party-library[qhull-2002.1-continuation],C2
0x00596850,0x000a44b0,string,FUN_00596850,third-party-library[qhull-2002.1-continuation],C2
0x00596b90,0x000a47e0,string,FUN_00596b90,third-party-library[qhull-2002.1-continuation],C2
0x00596d40,0x000a4a20,string,FUN_00596d40,third-party-library[qhull-2002.1-continuation],C2
0x00596f60,0x000a4d30,prop-weak,FUN_00596f60,third-party-library[qhull-2002.1-continuation],C2
0x00596ff0,0x000a4dd0,prop-weak,FUN_00596ff0,third-party-library[qhull-2002.1-continuation],C2
0x00597210,0x000a4e90,prop-weak,FUN_00597210,third-party-library[qhull-2002.1-continuation],C2
0x00597330,0x000a5f60,prop-mnem,FUN_00597330,third-party-library[qhull-2002.1-continuation],C2
0x00597350,0x000a4fb0,prop-weak,FUN_00597350,third-party-library[qhull-2002.1-continuation],C2
0x00597650,0x000a52e0,prop-weak,FUN_00597650,third-party-library[qhull-2002.1-continuation],C2
0x005976c0,0x000a5f80,string,FUN_005976c0,third-party-library[qhull-2002.1-continuation],C2
0x00597c10,0x000a5360,string,FUN_00597c10,third-party-library[qhull-2002.1-continuation],C2
0x00598070,0x000a5940,string,FUN_00598070,third-party-library[qhull-2002.1-continuation],C2
0x005981c0,0x000a8ee0,string,FUN_005981c0,third-party-library[qhull-2002.1-continuation],C2
0x005984d0,0x000a91f0,string,FUN_005984d0,third-party-library[qhull-2002.1-continuation],C2
0x00598980,0x000a96a0,string,FUN_00598980,third-party-library[qhull-2002.1-continuation],C2
0x00598ea0,0x000a9bc0,string,FUN_00598ea0,third-party-library[qhull-2002.1-continuation],C2
0x00599290,0x000a9fb0,string,FUN_00599290,third-party-library[qhull-2002.1-continuation],C2
0x005994a0,0x000aa1b0,string,FUN_005994a0,third-party-library[qhull-2002.1-continuation],C2
0x00599760,0x000aa460,string,FUN_00599760,third-party-library[qhull-2002.1-continuation],C2
0x00599bf0,0x000aa8f0,string,FUN_00599bf0,third-party-library[qhull-2002.1-continuation],C2
0x00599f60,0x000aac60,string,FUN_00599f60,third-party-library[qhull-2002.1-continuation],C2
0x0059a3a0,0x000ab090,string,FUN_0059a3a0,third-party-library[qhull-2002.1-continuation],C2
0x0059a720,0x000ab400,byte-full,FUN_0059a720,third-party-library[qhull-2002.1-continuation],C2
0x0059a740,0x000ab420,prop-weak,FUN_0059a740,third-party-library[qhull-2002.1-continuation],C2
0x0059abe0,0x000ab8b0,byte-prefix,FUN_0059abe0,third-party-library[qhull-2002.1-continuation],C2
0x0059ad80,0x000abf60,byte-full,FUN_0059ad80,third-party-library[qhull-2002.1-continuation],C2
0x0059adb0,0x000abcc0,string,FUN_0059adb0,third-party-library[qhull-2002.1-continuation],C2
0x0059b0e0,0x000aba30,string,FUN_0059b0e0,third-party-library[qhull-2002.1-continuation],C2
0x0059b360,0x000a2450,mnem,FUN_0059b360,third-party-library[qhull-2002.1-continuation],C2
0x0059b460,0x000a2540,string,FUN_0059b460,third-party-library[qhull-2002.1],C2
0x0059b6d0,0x000a27c0,prop-weak,FUN_0059b6d0,third-party-library[qhull-2002.1],C2
0x0059b9a0,0x000a33a0,byte-prefix,FUN_0059b9a0,third-party-library[qhull-2002.1],C2
0x0059bab0,0x000a2890,string,FUN_0059bab0,third-party-library[qhull-2002.1],C2
0x0059bc20,0x000a2a10,prop-weak,FUN_0059bc20,third-party-library[qhull-2002.1],C2
0x0059bd30,0x000a2b50,prop-weak,FUN_0059bd30,third-party-library[qhull-2002.1],C2
0x0059bda0,0x000a3530,string,FUN_0059bda0,third-party-library[qhull-2002.1],C2
0x0059c470,0x000a38d0,string,FUN_0059c470,third-party-library[qhull-2002.1],C2
0x0059c7f0,0x000a3c40,string,FUN_0059c7f0,third-party-library[qhull-2002.1],C2
0x0059cb00,0x000a2bc0,string,FUN_0059cb00,third-party-library[qhull-2002.1],C2
0x0059cca0,0x000a2d60,string,FUN_0059cca0,third-party-library[qhull-2002.1],C2
0x0059cd70,0x000a2e30,prop-weak,FUN_0059cd70,third-party-library[qhull-2002.1],C2
0x0059cde0,0x000a2ea0,prop-weak,FUN_0059cde0,third-party-library[qhull-2002.1],C2
0x0059ce60,0x000a2f20,prop-weak,FUN_0059ce60,third-party-library[qhull-2002.1],C2
0x0059ced0,0x000a2f90,string,FUN_0059ced0,third-party-library[qhull-2002.1],C2
0x0059d1d0,0x000b6ae0,byte-prefix,FUN_0059d1d0,third-party-library[qhull-2002.1],C2
0x0059d6b0,0x000af870,string,FUN_0059d6b0,third-party-library[qhull-2002.1],C2
0x0059dc80,0x000b0090,prop-weak,FUN_0059dc80,third-party-library[qhull-2002.1],C2
0x0059dd80,0x000b0160,string,FUN_0059dd80,third-party-library[qhull-2002.1],C2
0x0059df50,0x000b0340,string,FUN_0059df50,third-party-library[qhull-2002.1],C2
0x0059e500,0x000b0770,byte-prefix,FUN_0059e500,third-party-library[qhull-2002.1],C2
0x0059eb00,0x000b0950,string,FUN_0059eb00,third-party-library[qhull-2002.1],C2
0x0059ec20,0x000b5cd0,string,FUN_0059ec20,third-party-library[qhull-2002.1],C2
0x0059f5d0,0x000b4fe0,string,FUN_0059f5d0,third-party-library[qhull-2002.1],C2
0x005a0e00,0x000b0a70,prop-weak,qh_printcenter,third-party-library[qhull-2002.1],C1
0x005a0f70,0x000b3930,string,FUN_005a0f70,third-party-library[qhull-2002.1],C1
0x005a1300,0x000b3ba0,string,qh_printend,third-party-library[qhull-2002.1],C1
0x005a14a0,0x000b1fe0,prop-weak,FUN_005a14a0,third-party-library[qhull-2002.1],C1
0x005a1720,0x000b2250,byte-prefix,qh_printincidences,third-party-library[qhull-2002.1],C1
0x005a1810,0x000b2350,string,qh_printextremes_2d,third-party-library[qhull-2002.1],C1
0x005a1990,0x000b24d0,prop-weak,qh_printextremes,third-party-library[qhull-2002.1],C1
0x005a1aa0,0x000b5ca0,byte-full,qh_printfacet,third-party-library[qhull-2002.1],C1
0x005a2500,0x000b0f30,string,qh_printfacet2math,third-party-library[qhull-2002.1],C1
0x005a2c60,0x000b45a0,string,FUN_005a2c60,third-party-library[qhull-2002.1],C1
0x005a34e0,0x000b4b70,string,qh_printfacetridges,third-party-library[qhull-2002.1],C1
0x005a3990,0x000b64c0,string,FUN_005a3990,third-party-library[qhull-2002.1],C1
0x005a3ea0,0x000b1350,prop-weak,qh_printhelp_singularity,third-party-library[qhull-2002.1],C1
0x005a3f80,0x000b4d80,string,qh_printhelp_degenerate,third-party-library[qhull-2002.1],C1
0x005a4240,0x000b26e0,string,FUN_005a4240,third-party-library[qhull-2002.1],C1
0x005a4d40,0x000b3160,prop-weak,qh_printvdiagram,third-party-library[qhull-2002.1],C1
0x005a4e00,0x000b14d0,prop-weak,qh_eachvoronoi_all,third-party-library[qhull-2002.1],C1
0x005a4ed0,0x000b15b0,string,qh_printvertex,third-party-library[qhull-2002.1],C1
0x005a5020,0x000b3290,prop-weak,FUN_005a5020,third-party-library[qhull-2002.1],C2
0x005a52c0,0x000b3530,string,FUN_005a52c0,third-party-library[qhull-2002.1],C2
0x005a56e0,0x000b1770,string,FUN_005a56e0,third-party-library[qhull-2002.1],C2
0x005a5820,0x000b1920,string,FUN_005a5820,third-party-library[qhull-2002.1],C2
0x005a60b0,0x000e1780,mnem,FUN_005a60b0,audio,C2
0x005a60e0,0x000e17b0,byte-full,FUN_005a60e0,audio,C2
0x005a6190,0x000e1860,mnem,FUN_005a6190,audio,C2
0x005a61b0,0x000e1880,prop-weak,FUN_005a61b0,audio,C2
0x005a65a0,0x000e21d0,byte-full,FUN_005a65a0,audio,C2
0x005a6d60,0x000e3d40,prop-weak,FUN_005a6d60,audio,C2
0x005a6d90,0x000e3d70,prop-weak,FUN_005a6d90,audio,C2
0x005a6dc0,0x000e3da0,byte-full,FUN_005a6dc0,audio,C2
0x005a6df0,0x000e3dd0,byte-full,FUN_005a6df0,audio,C2
0x005a6e10,0x000e3df0,mnem,FUN_005a6e10,audio,C2
0x005a6ea0,0x000e2a90,prop-weak,FUN_005a6ea0,audio,C2
0x005a6f30,0x000e3070,prop-weak,FUN_005a6f30,audio,C2
0x005a7460,0x000e2d60,prop-weak,FUN_005a7460,audio,C2
0x005a7a40,0x000e1af0,byte-full,FUN_005a7a40,audio,C2
0x005a7a60,0x000e1b10,prop-weak,FUN_005a7a60,audio,C2
0x005a7aa0,0x000e1b50,byte-full,FUN_005a7aa0,audio,C2
0x005a7af0,0x000e1ba0,byte-full,FUN_005a7af0,audio,C2
0x005a7b40,0x000e1bf0,byte-full,FUN_005a7b40,audio,C2
0x005a7e70,0x000e1c10,byte-full,FUN_005a7e70,audio,C2
0x005a8e70,0x000e3f60,mnem,FUN_005a8e70,audio,C2
0x005a9be0,0x000e5540,prop-weak,FUN_005a9be0,audio,C2
0x005a9d00,0x000e55a0,prop-weak,FUN_005a9d00,audio,C2
0x005a9e10,0x000e5180,byte-full,AudioSubStructTwoCallInit,audio,C3
0x005a9e40,0x000e51b0,mnem,FUN_005a9e40,audio,C2
0x005a9f10,0x000e5270,mnem,FUN_005a9f10,audio,C2
0x005a9f60,0x000e52c0,prop-weak,FUN_005a9f60,audio,C2
0x005aa030,0x000e5350,prop-weak,FUN_005aa030,audio,C2
0x005aa560,0x000e3940,prop-weak,FUN_005aa560,audio,C2
0x005aa7a0,0x000e3390,prop-weak,FUN_005aa7a0,audio,C2
0x005aa7e0,0x000e3780,prop-weak,FUN_005aa7e0,audio,C2
0x005aa8a0,0x000e3830,mnem,FUN_005aa8a0,audio,C2
0x005aa900,0x000e3440,prop-weak,FUN_005aa900,audio,C2
0x005aaac0,0x000e3510,prop-weak,FUN_005aaac0,audio,C2
0x005aab00,0x000e3550,prop-weak,FUN_005aab00,audio,C2
0x005aab70,0x000e35c0,prop-weak,FUN_005aab70,audio,C2
0x005aabe0,0x000e3650,prop-mnem,FUN_005aabe0,audio,C2
0x005aad40,0x000e3770,prop-weak,FUN_005aad40,audio,C3
0x005abf80,0x000eb420,byte-full,AudioWaveVtableSlot1cDispatch,audio,C3
0x005ac7b0,0x000ec020,byte-full,AudioSubStructDualInit,audio,C3
0x005ac880,0x000ec050,byte-prefix,FUN_005ac880,audio,C2
0x005acda0,0x000ec7c0,prop-weak,FUN_005acda0,audio,C2
0x005ad080,0x000ebe10,mnem,FUN_005ad080,audio,C2
0x005ad2e0,0x000ea0b0,prop-weak,FUN_005ad2e0,audio,C2
0x005ad540,0x000e1ac0,byte-full,FUN_005ad540,audio,C2
0x005ad5f0,0x000ea3a0,prop-weak,FUN_005ad5f0,audio,C2
0x005ad6f0,0x000e4aa0,prop-weak,FUN_005ad6f0,audio,C2
0x005ad730,0x000e4ae0,prop-weak,FUN_005ad730,audio,C2
0x005ad770,0x000e4ca0,prop-weak,FUN_005ad770,audio,C2
0x005ad8b0,0x000e4b20,prop-weak,FUN_005ad8b0,audio,C2
0x005ad8d0,0x000e4b40,prop-weak,FUN_005ad8d0,audio,C2
0x005ad910,0x000e4dd0,prop-weak,FUN_005ad910,audio,C2
0x005ad980,0x000e4e40,mnem,FUN_005ad980,audio,C2
0x005ad9d0,0x000e4e90,prop-weak,FUN_005ad9d0,audio,C2
0x005ada40,0x000e4b70,prop-weak,FUN_005ada40,audio,C2
0x005adbe0,0x000e4c70,mnem,FUN_005adbe0,audio,C2
0x005adc10,0x000e4f00,prop-weak,FUN_005adc10,audio,C2
0x005add60,0x000e5050,byte-full,FUN_005add60,audio,C2
0x005addd0,0x000ec8e0,mnem,AudioListInsertHead,audio,C3
0x005ade10,0x000ec920,prop-weak,AudioListRemoveByValue,audio,C3
0x005ade60,0x000ec970,prop-weak,AudioListIndexOfKey,audio,C3
0x005aded0,0x000ec9e0,prop-weak,AudioListNodeCount,audio,C3
0x005adf30,0x000eca40,mnem,AudioFmtKeyCompare,audio,C3
0x005adf60,0x000eca70,prop-weak,FUN_005adf60,audio,C2
0x005adfe0,0x000ecc60,prop-weak,AudioSubStructLinkBuffer,audio,C3
0x005ae010,0x000ecc80,prop-weak,AudioSubStructLinkDevice,audio,C3
0x005ae030,0x000ecca0,byte-full,AudioSubStructCleanup,audio,C3
0x005ae050,0x000ecae0,mnem,AudioSubStructBFree,audio,C3
0x005ae080,0x000ecb10,mnem,AudioSubStructAFree,audio,C3
0x005ae0b0,0x000ecb40,prop-mnem,AudioSubStructZeroInit,audio,C3
0x005ae300,0x000ece60,prop-weak,FUN_005ae300,audio,C2
0x005ae330,0x000ece90,prop-weak,FUN_005ae330,audio,C2
0x005ae3a0,0x000ecee0,prop-weak,FUN_005ae3a0,audio,C2
0x005ae4c0,0x000ecd70,prop-weak,FUN_005ae4c0,audio,C2
0x005ae780,0x000ed2b0,prop-weak,AudioPoolDestroy,audio,C3
0x005ae7e0,0x000ed310,prop-weak,FUN_005ae7e0,audio,C2
0x005ae800,0x000ed0a0,prop-weak,AudioPoolBlockAlloc,audio,C3
0x005ae920,0x000ed1d0,prop-weak,AudioPoolFree,audio,C3
0x005aea40,0x000ed610,byte-full,AudioAlignedFree,audio,C3
0x005aeb80,0x000ed670,prop-mnem,FUN_005aeb80,audio,C2
0x005aee20,0x000ea050,mnem,AudioBitScanForward,audio,C4
0x005aeea0,0x000e9ce0,mnem,AudioSemaphoreCreate,audio,C3
0x005b0e70,0x000e7960,mnem,FUN_005b0e70,audio,C2
0x005b0ec0,0x000e79b0,mnem,FUN_005b0ec0,audio,C2
0x005b0f40,0x000e7a30,prop-mnem,FUN_005b0f40,audio,C2
0x005b1080,0x000e7b00,byte-full,FUN_005b1080,audio,C2
0x005b10a0,0x000e7b20,prop-weak,FUN_005b10a0,audio,C2
0x005b10e0,0x000e7b60,prop-weak,FUN_005b10e0,audio,C2
0x005b1110,0x000e7b90,byte-full,FUN_005b1110,audio,C2
0x005b1140,0x000e7bc0,byte-full,FUN_005b1140,audio,C2
0x005b1160,0x000e7be0,byte-full,FUN_005b1160,audio,C2
0x005b11f0,0x000e7ce0,byte-full,FUN_005b11f0,audio,C2
0x005b3300,0x000e8af0,prop-weak,FUN_005b3300,audio,C2
0x005b3550,0x000ed840,prop-weak,FUN_005b3550,audio,C2
0x005b35a0,0x000ed700,prop-weak,FUN_005b35a0,audio,C3
0x005b3620,0x000ed780,prop-weak,FUN_005b3620,audio,C2
0x005b3a00,0x000ef520,prop-weak,FUN_005b3a00,audio,C2
0x005b3b60,0x000ef680,mnem,FUN_005b3b60,audio,C2
0x005b7010,0x000ed880,mnem,FUN_005b7010,audio,C2
0x005b7880,0x000ee6c0,byte-full,FUN_005b7880,audio,C2
0x005b7e20,0x000ee5c0,byte-full,FUN_005b7e20,audio,C2
0x005bbb20,0x000f28e0,mnem,FUN_005bbb20,audio,C2
0x005bbb70,0x000f28a0,prop-mnem,FUN_005bbb70,audio,C2
0x005c1926,0x00106ccc,prop-weak,FUN_005c1926,third-party-library[msvc-crt-tail],C2
0x005c1a40,0x00108785,prop-weak,FUN_005c1a40,third-party-library[msvc-crt-tail],C2
0x005c1cb7,0x001089e7,byte-full,FUN_005c1cb7,third-party-library[msvc-crt-tail],C2
0x005c1dd3,0x000fad9b,mnem,FID_conflict:_fwprintf,boot,C2
0x005c1e27,0x000fadef,prop-mnem,FUN_005c1e27,boot,C2
0x005c1e31,0x000fabce,mnem,FID_conflict:_ungetc,boot,C2
0x005c1ea0,0x000f926c,mnem,_longjmp,boot,C2
0x005c1f1c,0x000f91f0,mnem,__setjmp3,boot,C2
0x005c1f97,0x000f95ba,prop-weak,_strtod,boot,C2
0x005c21e2,0x000fb03e,mnem,_frexp,boot,C2
0x005c229b,0x000fb2a1,mnem,_rand,boot,C2
0x005c2300,0x000fa7f0,mnem,_strncat,boot,C2
0x005c2470,0x000fa210,byte-prefix,shortsort,boot,C2
0x005c24e0,0x000fa280,prop-weak,FUN_005c24e0,boot,C2
0x005c2770,0x000fbb8c,mnem,FUN_005c2770,boot,C2
0x005c2a45,0x000fb426,mnem,_localtime,boot,C2
0x005c2bc5,0x000fb5a6,prop-weak,strtoxl,boot,C2
0x005c2d84,0x000fb74f,byte-full,_strtol,boot,C2
0x005c2f26,0x000f90a0,byte-full,_wcscmp,boot,C2
0x005c2f58,0x000f9059,byte-full,FUN_005c2f58,boot,C2
0x005c318c,0x000fd99c,mnem,__rt_probe_read4@4,boot,C2
0x005c3340,0x000fec90,byte-full,__cintrindisp2,boot,C2
0x005c337e,0x000fecce,byte-full,__cintrindisp1,boot,C2
0x005c33bb,0x000fed0b,byte-full,__ctrandisp2,boot,C2
0x005c3403,0x000fed53,prop-weak,FUN_005c3403,boot,C2
0x005c340a,0x000fed5a,byte-prefix,FUN_005c340a,boot,C2
0x005c3551,0x000feea1,byte-full,__ctrandisp1,boot,C2
0x005c3584,0x000feed4,byte-full,__fload,boot,C2
0x005c35c0,0x000fef5e,byte-full,__inc,boot,C2
0x005c4440,0x00100cfb,byte-prefix,_gmtime,boot,C2
0x005c4640,0x00106ff0,prop-mnem,FUN_005c4640,boot,C2
0x005c4780,0x00061e90,prop-mnem,FUN_005c4780,boot,C2
0x005c4ad0,0x00060980,prop-weak,FUN_005c4ad0,boot,C2
0x005c4c60,0x00060af0,prop-weak,FUN_005c4c60,boot,C2
0x005c4d30,0x00060bc0,mnem,FUN_005c4d30,boot,C2
0x005c4d50,0x00060be0,prop-weak,FUN_005c4d50,boot,C2
0x005c8980,0x00107730,byte-full,FUN_005c8980,audio,C2
0x005c9490,0x001084c0,byte-full,FUN_005c9490,audio,C2
0x005ca2d0,0x000f9cd0,byte-full,__aullshr,third-party-library[msvc-crt],C1
